"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.001280, 1, 0.001280, x1='0.0', x2='0.0'
0.005173, 1.000000, 0.013785, 1, 0.008612, x1='0.0', x2='0.0'
