"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000887, 1, 0.000887, x1='0.0', x2='0.0'
0.005009, 1.000000, 0.012725, 1, 0.007715, x1='0.0', x2='0.0'
