"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000992, 1, 0.000992, x1='0.0', x2='0.0'
0.005294, 1.000000, 0.013067, 1, 0.007773, x1='0.0', x2='0.0'
