"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000716, 1, 0.000716, x1='0.0', x2='0.0'
0.004728, 1.000000, 0.012070, 1, 0.007342, x1='0.0', x2='0.0'
