"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000697, 1, 0.000697, x1='0.0', x2='0.0'
0.005514, 1.000000, 0.012836, 1, 0.007322, x1='0.0', x2='0.0'
